"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Nov 19 05:14:33 UTC 2023","Sun Nov 19 05:14:46 UTC 2023","13136","tests","test_main","TestMainSearchPage","","","Search for Tires",""
